Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
NuGet.0002,Rekomendowane jest uaktualnienie pakietu NuGet,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\AmbilightEngine.csproj,,,System.Reflection.Metadata 8.0.0,,,,,"System.Reflection.Metadata, 8.0.0  Rekomendacja:  Remove System.Reflection.Metadata, and replace with new package System.Reflection.Metadata 10.0.11"
NuGet.0002,Rekomendowane jest uaktualnienie pakietu NuGet,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\AmbilightEngine.csproj,,,System.Collections.Immutable 8.0.0,,,,,"System.Collections.Immutable, 8.0.0  Rekomendacja:  Remove System.Collections.Immutable, and replace with new package System.Collections.Immutable 10.0.11"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\AmbilightEngine.csproj,,,,,,,,Bieżąca struktura docelowa: net8.0-windows10.0.22621.0 Zalecana struktura docelowa: net10.0-windows10.0.22621.0
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,%USERPROFILE%\.nuget\packages\microsoft.windowsappsdk.foundation\2.3.5\include\UndockedRegFreeWinRT-AutoInitializer.cs,26,12,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(""MICROSOFT_WINDOWSAPPRUNTIME_BASE_DIRECTORY"", AppContext.BaseDirectory);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2938,12,T:Windows.UI.Color,,,,,that.TintColor = (global::Windows.UI.Color)Value;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2933,12,T:Windows.UI.Color,,,,,return that.TintColor;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2928,12,P:Windows.UI.Color.B,,,,,that.B = (global::System.Byte)Value;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2923,12,P:Windows.UI.Color.B,,,,,return that.B;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2918,12,P:Windows.UI.Color.G,,,,,that.G = (global::System.Byte)Value;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2913,12,P:Windows.UI.Color.G,,,,,return that.G;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2908,12,P:Windows.UI.Color.R,,,,,that.R = (global::System.Byte)Value;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2903,12,P:Windows.UI.Color.R,,,,,return that.R;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2898,12,P:Windows.UI.Color.A,,,,,that.A = (global::System.Byte)Value;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2893,12,P:Windows.UI.Color.A,,,,,return that.A;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2528,12,T:Windows.UI.Color,,,,,that.Color = (global::Windows.UI.Color)Value;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2523,12,T:Windows.UI.Color,,,,,return that.Color;
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2328,12,T:System.Uri,,,,,that.Source = (global::System.Uri)Value;
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2323,12,T:System.Uri,,,,,return that.Source;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2318,12,T:Windows.UI.Color,,,,,that.DefaultBackgroundColor = (global::Windows.UI.Color)Value;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,2313,12,T:Windows.UI.Color,,,,,return that.DefaultBackgroundColor;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,1760,12,T:System.Drawing.Icon,,,,,that.Icon = (global::System.Drawing.Icon)Value;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\XamlTypeInfo.g.cs,1755,12,T:System.Drawing.Icon,,,,,return that.Icon;
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Controls\LedStripPreviewControl.g.i.cs,41,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/LedStripPreviewControl.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Controls\LedStripPreviewControl.g.i.cs,41,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/LedStripPreviewControl.xaml"");"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,199,16,T:Windows.UI.Color,,,,,"ConnectionStatusDot.Fill = new SolidColorBrush(                      isConnected ? Color.FromArgb(255, 60, 200, 90) : Color.FromArgb(255, 200, 60, 60));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,199,16,T:Windows.UI.Color,,,,,"ConnectionStatusDot.Fill = new SolidColorBrush(                      isConnected ? Color.FromArgb(255, 60, 200, 90) : Color.FromArgb(255, 200, 60, 60));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,199,16,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"ConnectionStatusDot.Fill = new SolidColorBrush(                      isConnected ? Color.FromArgb(255, 60, 200, 90) : Color.FromArgb(255, 200, 60, 60));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,199,16,T:Windows.UI.Color,,,,,"ConnectionStatusDot.Fill = new SolidColorBrush(                      isConnected ? Color.FromArgb(255, 60, 200, 90) : Color.FromArgb(255, 200, 60, 60));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,199,16,T:Windows.UI.Color,,,,,"ConnectionStatusDot.Fill = new SolidColorBrush(                      isConnected ? Color.FromArgb(255, 60, 200, 90) : Color.FromArgb(255, 200, 60, 60));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,199,16,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"ConnectionStatusDot.Fill = new SolidColorBrush(                      isConnected ? Color.FromArgb(255, 60, 200, 90) : Color.FromArgb(255, 200, 60, 60));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,190,20,T:Windows.UI.Color,,,,,"ledSwatches[i].Fill = new SolidColorBrush(Color.FromArgb(255, c.R, c.G, c.B));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,190,20,T:Windows.UI.Color,,,,,"ledSwatches[i].Fill = new SolidColorBrush(Color.FromArgb(255, c.R, c.G, c.B));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,190,20,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"ledSwatches[i].Fill = new SolidColorBrush(Color.FromArgb(255, c.R, c.G, c.B));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,109,12,T:Windows.UI.Color,,,,,"var screenRect = new Rectangle              {                  Width = CanvasScreenRectWidth,                  Height = CanvasScreenRectHeight,                  RadiusX = 6,                  RadiusY = 6,                  Fill = new SolidColorBrush(Color.FromArgb(255, 12, 12, 16)),                  Stroke = new SolidColorBrush(Color.FromArgb(140, 255, 255, 255)),                  StrokeThickness = 2              };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,109,12,T:Windows.UI.Color,,,,,"var screenRect = new Rectangle              {                  Width = CanvasScreenRectWidth,                  Height = CanvasScreenRectHeight,                  RadiusX = 6,                  RadiusY = 6,                  Fill = new SolidColorBrush(Color.FromArgb(255, 12, 12, 16)),                  Stroke = new SolidColorBrush(Color.FromArgb(140, 255, 255, 255)),                  StrokeThickness = 2              };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,109,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"var screenRect = new Rectangle              {                  Width = CanvasScreenRectWidth,                  Height = CanvasScreenRectHeight,                  RadiusX = 6,                  RadiusY = 6,                  Fill = new SolidColorBrush(Color.FromArgb(255, 12, 12, 16)),                  Stroke = new SolidColorBrush(Color.FromArgb(140, 255, 255, 255)),                  StrokeThickness = 2              };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,109,12,T:Windows.UI.Color,,,,,"var screenRect = new Rectangle              {                  Width = CanvasScreenRectWidth,                  Height = CanvasScreenRectHeight,                  RadiusX = 6,                  RadiusY = 6,                  Fill = new SolidColorBrush(Color.FromArgb(255, 12, 12, 16)),                  Stroke = new SolidColorBrush(Color.FromArgb(140, 255, 255, 255)),                  StrokeThickness = 2              };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,109,12,T:Windows.UI.Color,,,,,"var screenRect = new Rectangle              {                  Width = CanvasScreenRectWidth,                  Height = CanvasScreenRectHeight,                  RadiusX = 6,                  RadiusY = 6,                  Fill = new SolidColorBrush(Color.FromArgb(255, 12, 12, 16)),                  Stroke = new SolidColorBrush(Color.FromArgb(140, 255, 255, 255)),                  StrokeThickness = 2              };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,109,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"var screenRect = new Rectangle              {                  Width = CanvasScreenRectWidth,                  Height = CanvasScreenRectHeight,                  RadiusX = 6,                  RadiusY = 6,                  Fill = new SolidColorBrush(Color.FromArgb(255, 12, 12, 16)),                  Stroke = new SolidColorBrush(Color.FromArgb(140, 255, 255, 255)),                  StrokeThickness = 2              };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,86,16,T:Windows.UI.Color,,,,,"var swatch = new Rectangle                  {                      Width = SwatchSize,                      Height = SwatchSize,                      RadiusX = 4,                      RadiusY = 4,                      Fill = new SolidColorBrush(Color.FromArgb(255, 20, 20, 20)),                      Stroke = new SolidColorBrush(Color.FromArgb(80, 255, 255, 255)),                      StrokeThickness = 1                  };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,86,16,T:Windows.UI.Color,,,,,"var swatch = new Rectangle                  {                      Width = SwatchSize,                      Height = SwatchSize,                      RadiusX = 4,                      RadiusY = 4,                      Fill = new SolidColorBrush(Color.FromArgb(255, 20, 20, 20)),                      Stroke = new SolidColorBrush(Color.FromArgb(80, 255, 255, 255)),                      StrokeThickness = 1                  };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,86,16,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"var swatch = new Rectangle                  {                      Width = SwatchSize,                      Height = SwatchSize,                      RadiusX = 4,                      RadiusY = 4,                      Fill = new SolidColorBrush(Color.FromArgb(255, 20, 20, 20)),                      Stroke = new SolidColorBrush(Color.FromArgb(80, 255, 255, 255)),                      StrokeThickness = 1                  };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,86,16,T:Windows.UI.Color,,,,,"var swatch = new Rectangle                  {                      Width = SwatchSize,                      Height = SwatchSize,                      RadiusX = 4,                      RadiusY = 4,                      Fill = new SolidColorBrush(Color.FromArgb(255, 20, 20, 20)),                      Stroke = new SolidColorBrush(Color.FromArgb(80, 255, 255, 255)),                      StrokeThickness = 1                  };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,86,16,T:Windows.UI.Color,,,,,"var swatch = new Rectangle                  {                      Width = SwatchSize,                      Height = SwatchSize,                      RadiusX = 4,                      RadiusY = 4,                      Fill = new SolidColorBrush(Color.FromArgb(255, 20, 20, 20)),                      Stroke = new SolidColorBrush(Color.FromArgb(80, 255, 255, 255)),                      StrokeThickness = 1                  };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Controls\LedStripPreviewControl.xaml.cs,86,16,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"var swatch = new Rectangle                  {                      Width = SwatchSize,                      Height = SwatchSize,                      RadiusX = 4,                      RadiusY = 4,                      Fill = new SolidColorBrush(Color.FromArgb(255, 20, 20, 20)),                      Stroke = new SolidColorBrush(Color.FromArgb(80, 255, 255, 255)),                      StrokeThickness = 1                  };"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\ProfilesPage.g.i.cs,43,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/ProfilesPage.xaml"");"
