Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsGeneralPage.xaml.cs,190,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"DialogColorPicker.Color = Color.FromArgb(                  255,                  mainWindow.Settings.CustomWindowBackgroundR,                  mainWindow.Settings.CustomWindowBackgroundG,                  mainWindow.Settings.CustomWindowBackgroundB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsGeneralPage.xaml.cs,190,12,T:Windows.UI.Color,,,,,"DialogColorPicker.Color = Color.FromArgb(                  255,                  mainWindow.Settings.CustomWindowBackgroundR,                  mainWindow.Settings.CustomWindowBackgroundG,                  mainWindow.Settings.CustomWindowBackgroundB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsGeneralPage.xaml.cs,170,12,T:Windows.UI.Color,,,,,"DialogColorPicker.Color = Color.FromArgb(                  255,                  mainWindow.Settings.CustomAccentR,                  mainWindow.Settings.CustomAccentG,                  mainWindow.Settings.CustomAccentB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsGeneralPage.xaml.cs,170,12,T:Windows.UI.Color,,,,,"DialogColorPicker.Color = Color.FromArgb(                  255,                  mainWindow.Settings.CustomAccentR,                  mainWindow.Settings.CustomAccentG,                  mainWindow.Settings.CustomAccentB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsGeneralPage.xaml.cs,170,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"DialogColorPicker.Color = Color.FromArgb(                  255,                  mainWindow.Settings.CustomAccentR,                  mainWindow.Settings.CustomAccentG,                  mainWindow.Settings.CustomAccentB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsGeneralPage.xaml.cs,170,12,T:Windows.UI.Color,,,,,"DialogColorPicker.Color = Color.FromArgb(                  255,                  mainWindow.Settings.CustomAccentR,                  mainWindow.Settings.CustomAccentG,                  mainWindow.Settings.CustomAccentB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsGeneralPage.xaml.cs,121,12,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,glassOpacityDebounceTimer ??= new DispatcherTimer              {                  Interval = TimeSpan.FromMilliseconds(120)              };
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\SettingsStartupPage.g.i.cs,105,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/SettingsStartupPage.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\SettingsStartupPage.g.i.cs,105,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/SettingsStartupPage.xaml"");"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,591,12,T:Windows.UI.Color,,,,,mainWindow.Settings.IdleAmbient.SecondaryColorB = args.NewColor.B;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,591,12,P:Windows.UI.Color.B,,,,,mainWindow.Settings.IdleAmbient.SecondaryColorB = args.NewColor.B;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,590,12,T:Windows.UI.Color,,,,,mainWindow.Settings.IdleAmbient.SecondaryColorG = args.NewColor.G;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,590,12,P:Windows.UI.Color.G,,,,,mainWindow.Settings.IdleAmbient.SecondaryColorG = args.NewColor.G;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,589,12,T:Windows.UI.Color,,,,,mainWindow.Settings.IdleAmbient.SecondaryColorR = args.NewColor.R;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,589,12,P:Windows.UI.Color.R,,,,,mainWindow.Settings.IdleAmbient.SecondaryColorR = args.NewColor.R;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,581,12,T:Windows.UI.Color,,,,,mainWindow.Settings.IdleAmbient.PrimaryColorB = args.NewColor.B;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,581,12,P:Windows.UI.Color.B,,,,,mainWindow.Settings.IdleAmbient.PrimaryColorB = args.NewColor.B;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,580,12,T:Windows.UI.Color,,,,,mainWindow.Settings.IdleAmbient.PrimaryColorG = args.NewColor.G;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,580,12,P:Windows.UI.Color.G,,,,,mainWindow.Settings.IdleAmbient.PrimaryColorG = args.NewColor.G;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,579,12,T:Windows.UI.Color,,,,,mainWindow.Settings.IdleAmbient.PrimaryColorR = args.NewColor.R;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,579,12,P:Windows.UI.Color.R,,,,,mainWindow.Settings.IdleAmbient.PrimaryColorR = args.NewColor.R;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,515,12,T:Windows.UI.Color,,,,,mainWindow.Settings.LockScreenAmbient.SecondaryColorB = args.NewColor.B;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,515,12,P:Windows.UI.Color.B,,,,,mainWindow.Settings.LockScreenAmbient.SecondaryColorB = args.NewColor.B;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,514,12,T:Windows.UI.Color,,,,,mainWindow.Settings.LockScreenAmbient.SecondaryColorG = args.NewColor.G;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,514,12,P:Windows.UI.Color.G,,,,,mainWindow.Settings.LockScreenAmbient.SecondaryColorG = args.NewColor.G;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,513,12,T:Windows.UI.Color,,,,,mainWindow.Settings.LockScreenAmbient.SecondaryColorR = args.NewColor.R;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,513,12,P:Windows.UI.Color.R,,,,,mainWindow.Settings.LockScreenAmbient.SecondaryColorR = args.NewColor.R;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,505,12,T:Windows.UI.Color,,,,,mainWindow.Settings.LockScreenAmbient.PrimaryColorB = args.NewColor.B;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,505,12,P:Windows.UI.Color.B,,,,,mainWindow.Settings.LockScreenAmbient.PrimaryColorB = args.NewColor.B;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,504,12,T:Windows.UI.Color,,,,,mainWindow.Settings.LockScreenAmbient.PrimaryColorG = args.NewColor.G;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,504,12,P:Windows.UI.Color.G,,,,,mainWindow.Settings.LockScreenAmbient.PrimaryColorG = args.NewColor.G;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,503,12,T:Windows.UI.Color,,,,,mainWindow.Settings.LockScreenAmbient.PrimaryColorR = args.NewColor.R;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,503,12,P:Windows.UI.Color.R,,,,,mainWindow.Settings.LockScreenAmbient.PrimaryColorR = args.NewColor.R;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,179,12,T:Windows.UI.Color,,,,,"secondaryPicker.Color = Color.FromArgb(255, config.SecondaryColorR, config.SecondaryColorG, config.SecondaryColorB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,179,12,T:Windows.UI.Color,,,,,"secondaryPicker.Color = Color.FromArgb(255, config.SecondaryColorR, config.SecondaryColorG, config.SecondaryColorB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,179,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"secondaryPicker.Color = Color.FromArgb(255, config.SecondaryColorR, config.SecondaryColorG, config.SecondaryColorB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,179,12,T:Windows.UI.Color,,,,,"secondaryPicker.Color = Color.FromArgb(255, config.SecondaryColorR, config.SecondaryColorG, config.SecondaryColorB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,178,12,T:Windows.UI.Color,,,,,"primaryPicker.Color = Color.FromArgb(255, config.PrimaryColorR, config.PrimaryColorG, config.PrimaryColorB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,178,12,T:Windows.UI.Color,,,,,"primaryPicker.Color = Color.FromArgb(255, config.PrimaryColorR, config.PrimaryColorG, config.PrimaryColorB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,178,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"primaryPicker.Color = Color.FromArgb(255, config.PrimaryColorR, config.PrimaryColorG, config.PrimaryColorB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\SettingsStartupPage.xaml.cs,178,12,T:Windows.UI.Color,,,,,"primaryPicker.Color = Color.FromArgb(255, config.PrimaryColorR, config.PrimaryColorG, config.PrimaryColorB);"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\SettingsPage.g.i.cs,39,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/SettingsPage.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\SettingsPage.g.i.cs,39,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/SettingsPage.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\CalibrationWizardPage.g.i.cs,117,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/CalibrationWizardPage.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\CalibrationWizardPage.g.i.cs,117,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/CalibrationWizardPage.xaml"");"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,481,4,T:Windows.UI.Color,,,,,"private static Color HsvToRgb(double hue, double saturation, double value)"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,496,8,T:Windows.UI.Color,,,,,"return Color.FromArgb(              255,              (byte)Math.Round((r + m) * 255),              (byte)Math.Round((g + m) * 255),              (byte)Math.Round((b + m) * 255));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,496,8,T:Windows.UI.Color,,,,,"return Color.FromArgb(              255,              (byte)Math.Round((r + m) * 255),              (byte)Math.Round((g + m) * 255),              (byte)Math.Round((b + m) * 255));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,496,8,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"return Color.FromArgb(              255,              (byte)Math.Round((r + m) * 255),              (byte)Math.Round((g + m) * 255),              (byte)Math.Round((b + m) * 255));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,471,12,T:Windows.UI.Color,,,,,"gradientBrush.GradientStops.Add(new GradientStop              {                  Color = color,                  Offset = i / (double)(stopCount - 1)              });"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,469,12,T:Windows.UI.Color,,,,,"Color color = HsvToRgb(hue, 1.0, 1.0);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,459,8,T:Windows.Foundation.Point,,,,,"var gradientBrush = new LinearGradientBrush          {              StartPoint = new Windows.Foundation.Point(0, 0),              EndPoint = new Windows.Foundation.Point(1, 0)          };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,459,8,T:Windows.Foundation.Point,,,,,"var gradientBrush = new LinearGradientBrush          {              StartPoint = new Windows.Foundation.Point(0, 0),              EndPoint = new Windows.Foundation.Point(1, 0)          };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,459,8,T:Windows.Foundation.Point,,,,,"var gradientBrush = new LinearGradientBrush          {              StartPoint = new Windows.Foundation.Point(0, 0),              EndPoint = new Windows.Foundation.Point(1, 0)          };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,459,8,T:Windows.Foundation.Point,,,,,"var gradientBrush = new LinearGradientBrush          {              StartPoint = new Windows.Foundation.Point(0, 0),              EndPoint = new Windows.Foundation.Point(1, 0)          };"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,453,12,T:System.Uri,,,,,"VerifyVideoWebView.Source = new Uri(""about:blank"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,453,12,M:System.Uri.#ctor(System.String),,,,,"VerifyVideoWebView.Source = new Uri(""about:blank"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,453,12,T:System.Uri,,,,,"VerifyVideoWebView.Source = new Uri(""about:blank"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,439,12,T:System.Uri,,,,,VerifyVideoWebView.Source = new Uri(embedUrl);
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,439,12,M:System.Uri.#ctor(System.String),,,,,VerifyVideoWebView.Source = new Uri(embedUrl);
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,439,12,T:System.Uri,,,,,VerifyVideoWebView.Source = new Uri(embedUrl);
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,194,4,T:Windows.UI.Color,,,,,"private void ConfigureColorStep(Color swatchColor, string label, string instruction, double currentValue)"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,168,16,T:Windows.UI.Color,,,,,"ConfigureColorStep(                      swatchColor: Color.FromArgb(255, 0, 0, 255),                      label: ""Kanał B (%)"",                      instruction: ""Na ekranie widzisz pełny niebieski. Dostrój suwak, aż kolor diod LED będzie identyczny."",                      currentValue: sessionGainB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,168,16,T:Windows.UI.Color,,,,,"ConfigureColorStep(                      swatchColor: Color.FromArgb(255, 0, 0, 255),                      label: ""Kanał B (%)"",                      instruction: ""Na ekranie widzisz pełny niebieski. Dostrój suwak, aż kolor diod LED będzie identyczny."",                      currentValue: sessionGainB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,168,16,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"ConfigureColorStep(                      swatchColor: Color.FromArgb(255, 0, 0, 255),                      label: ""Kanał B (%)"",                      instruction: ""Na ekranie widzisz pełny niebieski. Dostrój suwak, aż kolor diod LED będzie identyczny."",                      currentValue: sessionGainB);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,160,16,T:Windows.UI.Color,,,,,"ConfigureColorStep(                      swatchColor: Color.FromArgb(255, 0, 255, 0),                      label: ""Kanał G (%)"",                      instruction: ""Na ekranie widzisz pełną zieleń. Dostrój suwak, aż kolor diod LED będzie identyczny."",                      currentValue: sessionGainG);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,160,16,T:Windows.UI.Color,,,,,"ConfigureColorStep(                      swatchColor: Color.FromArgb(255, 0, 255, 0),                      label: ""Kanał G (%)"",                      instruction: ""Na ekranie widzisz pełną zieleń. Dostrój suwak, aż kolor diod LED będzie identyczny."",                      currentValue: sessionGainG);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,160,16,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"ConfigureColorStep(                      swatchColor: Color.FromArgb(255, 0, 255, 0),                      label: ""Kanał G (%)"",                      instruction: ""Na ekranie widzisz pełną zieleń. Dostrój suwak, aż kolor diod LED będzie identyczny."",                      currentValue: sessionGainG);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,152,16,T:Windows.UI.Color,,,,,"ConfigureColorStep(                      swatchColor: Color.FromArgb(255, 255, 0, 0),                      label: ""Kanał R (%)"",                      instruction: ""Na ekranie widzisz pełną czerwień. Dostrój suwak, aż kolor diod LED będzie identyczny."",                      currentValue: sessionGainR);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,152,16,T:Windows.UI.Color,,,,,"ConfigureColorStep(                      swatchColor: Color.FromArgb(255, 255, 0, 0),                      label: ""Kanał R (%)"",                      instruction: ""Na ekranie widzisz pełną czerwień. Dostrój suwak, aż kolor diod LED będzie identyczny."",                      currentValue: sessionGainR);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,152,16,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"ConfigureColorStep(                      swatchColor: Color.FromArgb(255, 255, 0, 0),                      label: ""Kanał R (%)"",                      instruction: ""Na ekranie widzisz pełną czerwień. Dostrój suwak, aż kolor diod LED będzie identyczny."",                      currentValue: sessionGainR);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,69,8,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,debounceTimer.Interval = TimeSpan.FromMilliseconds(150);
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\CalibrationWizardPage.xaml.cs,69,8,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,debounceTimer.Interval = TimeSpan.FromMilliseconds(150);
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\GeometryPage.g.i.cs,59,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/GeometryPage.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\GeometryPage.g.i.cs,59,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/GeometryPage.xaml"");"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\GeometryPage.xaml.cs,339,12,T:Windows.UI.Color,,,,,"return new SolidColorBrush(Color.FromArgb(255, r, g, b));"
